instance_name,source_name,item_name,item_quality,item_id,url
"Ruby Sanctum N25",Halion,"Sharpened Twilight Scale",epic,54569,https://wowhead.com/wotlk/item=54569
"Ruby Sanctum N25",Halion,"Signet of Twilight",epic,53133,https://wowhead.com/wotlk/item=53133
"Ruby Sanctum N25",Halion,"Split Shape Belt",epic,53488,https://wowhead.com/wotlk/item=53488
"Ruby Sanctum N25",Halion,"Treads of Impending Resurrection",epic,53129,https://wowhead.com/wotlk/item=53129
"Ruby Sanctum N25",Halion,"Umbrage Armbands",epic,53126,https://wowhead.com/wotlk/item=53126
"Ruby Sanctum N10",Halion,"Abduction's Cover",epic,53115,https://wowhead.com/wotlk/item=53115
"Ruby Sanctum N10",Halion,"Baltharus' Gift",epic,53103,https://wowhead.com/wotlk/item=53103
"Ruby Sanctum N10",Halion,"Boots of Divided Being",epic,53119,https://wowhead.com/wotlk/item=53119
"Ruby Sanctum N10",Halion,"Bracers of the Heir",epic,53112,https://wowhead.com/wotlk/item=53112
"Ruby Sanctum N10",Halion,"Changeling Gloves",epic,53117,https://wowhead.com/wotlk/item=53117
"Ruby Sanctum N10",Halion,"Gloaming Sark",epic,53114,https://wowhead.com/wotlk/item=53114
"Ruby Sanctum N10",Halion,"Misbegotten Belt",epic,53118,https://wowhead.com/wotlk/item=53118
"Ruby Sanctum N10",Halion,"Saviana's Tribute",epic,53116,https://wowhead.com/wotlk/item=53116
"Ruby Sanctum N10",Halion,"Scion's Treads",epic,53111,https://wowhead.com/wotlk/item=53111
"Ruby Sanctum N10",Halion,"Surrogate Belt",epic,53121,https://wowhead.com/wotlk/item=53121
"Ruby Sanctum N10",Halion,"Twilight Scale Shoulders",epic,53113,https://wowhead.com/wotlk/item=53113
"Ruby Sanctum N10",Halion,"Zarithrian's Offering",epic,53110,https://wowhead.com/wotlk/item=53110
"Icecrown Citadel H25",Trash,"Belt of the Lonely Noble",epic,50451,https://wowhead.com/wotlk/item=50451
"Icecrown Citadel H25",Trash,"Harbinger's Bone Band",epic,50447,https://wowhead.com/wotlk/item=50447
"Icecrown Citadel H25",Trash,"Leggings of Dubious Charms",epic,50450,https://wowhead.com/wotlk/item=50450
"Icecrown Citadel H25",Trash,"Ring of Rotting Sinew",epic,50453,https://wowhead.com/wotlk/item=50453
"Icecrown Citadel H25",Trash,"Rowan's Rifle of Silver Bullets",epic,50444,https://wowhead.com/wotlk/item=50444
"Icecrown Citadel H25",Trash,"Stiffened Corpse Shoulderpads",epic,50449,https://wowhead.com/wotlk/item=50449
"Icecrown Citadel H25",Trash,"Wodin's Lucky Necklace",epic,50452,https://wowhead.com/wotlk/item=50452
"Icecrown Citadel H25",Tokens,"Primordial Saronite",rare,49908,https://wowhead.com/wotlk/item=49908
"Icecrown Citadel H25",Tokens,"Shadowfrost Shard",legendary,50274,https://wowhead.com/wotlk/item=50274
"Icecrown Citadel H25",Marrowgar,"Band of the Bone Colossus",epic,50604,https://wowhead.com/wotlk/item=50604
"Icecrown Citadel H25",Marrowgar,"Bone Sentinel's Amulet",epic,50609,https://wowhead.com/wotlk/item=50609
"Icecrown Citadel H25",Marrowgar,"Bracers of Dark Reckoning",epic,50611,https://wowhead.com/wotlk/item=50611
"Icecrown Citadel H25",Marrowgar,"Bryntroll, the Bone Arbiter",epic,50709,https://wowhead.com/wotlk/item=50709
"Icecrown Citadel H25",Marrowgar,"Bulwark of Smouldering Steel",epic,50616,https://wowhead.com/wotlk/item=50616
"Icecrown Citadel H25",Marrowgar,"Crushing Coldwraith Belt",epic,50613,https://wowhead.com/wotlk/item=50613
"Icecrown Citadel H25",Marrowgar,"Frostbitten Fur Boots",epic,50607,https://wowhead.com/wotlk/item=50607
"Icecrown Citadel H25",Marrowgar,"Frozen Bonespike",epic,50608,https://wowhead.com/wotlk/item=50608
"Icecrown Citadel H25",Marrowgar,"Gendarme's Cuirass",epic,50606,https://wowhead.com/wotlk/item=50606
"Icecrown Citadel H25",Marrowgar,"Handguards of Winter's Respite",epic,50615,https://wowhead.com/wotlk/item=50615
"Icecrown Citadel H25",Marrowgar,"Legguards of Lost Hope",epic,50612,https://wowhead.com/wotlk/item=50612
"Icecrown Citadel H25",Marrowgar,"Loop of the Endless Labyrinth",epic,50614,https://wowhead.com/wotlk/item=50614
"Icecrown Citadel H25",Marrowgar,"Marrowgar's Frigid Eye",epic,50610,https://wowhead.com/wotlk/item=50610
"Icecrown Citadel H25",Marrowgar,"Rusted Bonespike Pauldrons",epic,50617,https://wowhead.com/wotlk/item=50617
"Icecrown Citadel H25",Marrowgar,"Snowserpent Mail Helm",epic,50605,https://wowhead.com/wotlk/item=50605
"Icecrown Citadel H25",Deathwhisper,"Ahn'kahar Onyx Neckguard",epic,50647,https://wowhead.com/wotlk/item=50647
"Icecrown Citadel H25",Deathwhisper,"Blood-Soaked Saronite Stompers",epic,50639,https://wowhead.com/wotlk/item=50639
"Icecrown Citadel H25",Deathwhisper,"Broken Ram Skull Helm",epic,50640,https://wowhead.com/wotlk/item=50640
"Icecrown Citadel H25",Deathwhisper,"Cultist's Bloodsoaked Spaulders",epic,50646,https://wowhead.com/wotlk/item=50646
"Icecrown Citadel H25",Deathwhisper,"Deathwhisper Raiment",epic,50649,https://wowhead.com/wotlk/item=50649
"Icecrown Citadel H25",Deathwhisper,"Fallen Lord's Handguards",epic,50650,https://wowhead.com/wotlk/item=50650
"Icecrown Citadel H25",Deathwhisper,Heartpierce,epic,50641,https://wowhead.com/wotlk/item=50641
"Icecrown Citadel H25",Deathwhisper,"Juggernaut Band",epic,50642,https://wowhead.com/wotlk/item=50642
"Icecrown Citadel H25",Deathwhisper,"Leggings of Northern Lights",epic,50645,https://wowhead.com/wotlk/item=50645
"Icecrown Citadel H25",Deathwhisper,"Necrophotic Greaves",epic,50652,https://wowhead.com/wotlk/item=50652
"Icecrown Citadel H25",Deathwhisper,Nibelung,epic,50648,https://wowhead.com/wotlk/item=50648
"Icecrown Citadel H25",Deathwhisper,"Ring of Maddening Whispers",epic,50644,https://wowhead.com/wotlk/item=50644
"Icecrown Citadel H25",Deathwhisper,"Shoulders of Mercy Killing",epic,50643,https://wowhead.com/wotlk/item=50643
"Icecrown Citadel H25",Deathwhisper,"The Lady's Brittle Bracers",epic,50651,https://wowhead.com/wotlk/item=50651
"Icecrown Citadel H25",Deathwhisper,"Zod's Repeating Longbow",epic,50638,https://wowhead.com/wotlk/item=50638
"Icecrown Citadel H25",Gunship,"Althor's Abacus",epic,50366,https://wowhead.com/wotlk/item=50366
"Icecrown Citadel H25",Gunship,"Amulet of the Silent Eulogy",epic,50658,https://wowhead.com/wotlk/item=50658
"Icecrown Citadel H25",Gunship,"Boneguard Commander's Pauldrons",epic,50660,https://wowhead.com/wotlk/item=50660
"Icecrown Citadel H25",Gunship,"Boots of Unnatural Growth",epic,50665,https://wowhead.com/wotlk/item=50665
"Icecrown Citadel H25",Gunship,"Corp'rethar Ceremonial Crown",epic,50661,https://wowhead.com/wotlk/item=50661
"Icecrown Citadel H25",Gunship,"Corpse Tongue Coin",epic,50349,https://wowhead.com/wotlk/item=50349
"Icecrown Citadel H25",Gunship,"Ikfirus's Sack of Wonder",epic,50656,https://wowhead.com/wotlk/item=50656
"Icecrown Citadel H25",Gunship,"Ikfirus's Sack of Wonder",epic,50656,https://wowhead.com/wotlk/item=50656
"Icecrown Citadel H25",Gunship,"Polar Bear Claw Bracers",epic,50659,https://wowhead.com/wotlk/item=50659
"Icecrown Citadel H25",Gunship,"Ring of Rapid Ascent",epic,50664,https://wowhead.com/wotlk/item=50664
"Icecrown Citadel H25",Gunship,"Scourge Hunter's Vambraces",epic,50655,https://wowhead.com/wotlk/item=50655
"Icecrown Citadel H25",Gunship,"Scourgeborne Waraxe",epic,50654,https://wowhead.com/wotlk/item=50654
"Icecrown Citadel H25",Gunship,"Shadowvault Slayer's Cloak",epic,50653,https://wowhead.com/wotlk/item=50653
"Icecrown Citadel H25",Gunship,"Skeleton Lord's Circle",epic,50657,https://wowhead.com/wotlk/item=50657
"Icecrown Citadel H25",Gunship,"Waistband of Righteous Fury",epic,50667,https://wowhead.com/wotlk/item=50667
"Icecrown Citadel H25",Saurfang,"Belt of the Blood Nova",epic,50671,https://wowhead.com/wotlk/item=50671
"Icecrown Citadel H25",Saurfang,"Bloodvenom Blade",epic,50672,https://wowhead.com/wotlk/item=50672
"Icecrown Citadel H25",Saurfang,"Conqueror's Mark of Sanctification",epic,52027,https://wowhead.com/wotlk/item=52027
"Icecrown Citadel H25",Saurfang,"Conqueror's Mark of Sanctification",epic,52030,https://wowhead.com/wotlk/item=52030
"Icecrown Citadel H25",Saurfang,"Deathbringer's Will",epic,50363,https://wowhead.com/wotlk/item=50363
"Icecrown Citadel H25",Saurfang,"Greatcloak of the Turned Champion",epic,50668,https://wowhead.com/wotlk/item=50668
"Icecrown Citadel H25",Saurfang,"Protector's Mark of Sanctification",epic,52029,https://wowhead.com/wotlk/item=52029
"Icecrown Citadel H25",Saurfang,"Protector's Mark of Sanctification",epic,52026,https://wowhead.com/wotlk/item=52026
"Icecrown Citadel H25",Saurfang,"Toskk's Maximized Wristguards",epic,50670,https://wowhead.com/wotlk/item=50670
"Icecrown Citadel H25",Saurfang,"Vanquisher's Mark of Sanctification",epic,52028,https://wowhead.com/wotlk/item=52028
"Icecrown Citadel H25",Saurfang,"Vanquisher's Mark of Sanctification",epic,52025,https://wowhead.com/wotlk/item=52025
"Icecrown Citadel H25",Festergut,"Belt of Broken Bones",epic,50691,https://wowhead.com/wotlk/item=50691
"Icecrown Citadel H25",Festergut,"Black Bruise",epic,50692,https://wowhead.com/wotlk/item=50692
"Icecrown Citadel H25",Festergut,"Carapace of Forgotten Kings",epic,50689,https://wowhead.com/wotlk/item=50689
"Icecrown Citadel H25",Festergut,"Distant Land",epic,50695,https://wowhead.com/wotlk/item=50695
"Icecrown Citadel H25",Festergut,"Faceplate of the Forgotten",epic,50701,https://wowhead.com/wotlk/item=50701
"Icecrown Citadel H25",Festergut,"Festergut's Acidic Blood",epic,50226,https://wowhead.com/wotlk/item=50226
"Icecrown Citadel H25",Festergut,"Fleshrending Gauntlets",epic,50690,https://wowhead.com/wotlk/item=50690
"Icecrown Citadel H25",Festergut,"Gangrenous Leggings",epic,50697,https://wowhead.com/wotlk/item=50697
"Icecrown Citadel H25",Festergut,"Holiday's Grace",epic,50700,https://wowhead.com/wotlk/item=50700
"Icecrown Citadel H25",Festergut,"Horrific Flesh Epaulets",epic,50698,https://wowhead.com/wotlk/item=50698
"Icecrown Citadel H25",Festergut,"Leather of Stitched Scourge Parts",epic,50696,https://wowhead.com/wotlk/item=50696
"Icecrown Citadel H25",Festergut,"Lingering Illness",epic,50702,https://wowhead.com/wotlk/item=50702
"Icecrown Citadel H25",Festergut,"Might of Blight",epic,50693,https://wowhead.com/wotlk/item=50693
"Icecrown Citadel H25",Festergut,"Nerub'ar Stalker's Cord",epic,50688,https://wowhead.com/wotlk/item=50688
"Icecrown Citadel H25",Festergut,"Plague Scientist's Boots",epic,50699,https://wowhead.com/wotlk/item=50699
"Icecrown Citadel H25",Festergut,"Plaguebringer's Stained Pants",epic,50694,https://wowhead.com/wotlk/item=50694
"Icecrown Citadel H25",Festergut,"Unclean Surgical Gloves",epic,50703,https://wowhead.com/wotlk/item=50703
"Icecrown Citadel H25",Rotface,"Aldriana's Gloves of Secrecy",epic,50675,https://wowhead.com/wotlk/item=50675
"Icecrown Citadel H25",Rotface,"Bile-Encrusted Medallion",epic,50682,https://wowhead.com/wotlk/item=50682
"Icecrown Citadel H25",Rotface,"Blightborne Warplate",epic,50681,https://wowhead.com/wotlk/item=50681
"Icecrown Citadel H25",Rotface,"Bloodsunder's Bracers",epic,50687,https://wowhead.com/wotlk/item=50687
"Icecrown Citadel H25",Rotface,"Corpse-Impaling Spike",epic,50684,https://wowhead.com/wotlk/item=50684
"Icecrown Citadel H25",Rotface,"Death Surgeon's Sleeves",epic,50686,https://wowhead.com/wotlk/item=50686
"Icecrown Citadel H25",Rotface,"Dislodged Foreign Object",epic,50348,https://wowhead.com/wotlk/item=50348
"Icecrown Citadel H25",Rotface,"Dual-Bladed Pauldrons",epic,50673,https://wowhead.com/wotlk/item=50673
"Icecrown Citadel H25",Rotface,"Helm of the Elder Moon",epic,50679,https://wowhead.com/wotlk/item=50679
"Icecrown Citadel H25",Rotface,"Raging Behemoth's Shoulderplates",epic,50674,https://wowhead.com/wotlk/item=50674
"Icecrown Citadel H25",Rotface,"Rib Spreader",epic,50676,https://wowhead.com/wotlk/item=50676
"Icecrown Citadel H25",Rotface,"Rot-Resistant Breastplate",epic,50680,https://wowhead.com/wotlk/item=50680
"Icecrown Citadel H25",Rotface,"Rotface's Acidic Blood",epic,50231,https://wowhead.com/wotlk/item=50231
"Icecrown Citadel H25",Rotface,"Seal of Many Mouths",epic,50678,https://wowhead.com/wotlk/item=50678
"Icecrown Citadel H25",Rotface,Trauma,epic,50685,https://wowhead.com/wotlk/item=50685
"Icecrown Citadel H25",Rotface,"Winding Sheet",epic,50677,https://wowhead.com/wotlk/item=50677
"Icecrown Citadel H25",Putricide,"Astrylian's Sutured Cinch",epic,50707,https://wowhead.com/wotlk/item=50707
"Icecrown Citadel H25",Putricide,"Conqueror's Mark of Sanctification",epic,52030,https://wowhead.com/wotlk/item=52030
"Icecrown Citadel H25",Putricide,"Conqueror's Mark of Sanctification",epic,52027,https://wowhead.com/wotlk/item=52027
"Icecrown Citadel H25",Putricide,"Last Word",epic,50708,https://wowhead.com/wotlk/item=50708
"Icecrown Citadel H25",Putricide,"Professor's Bloodied Smock",epic,50705,https://wowhead.com/wotlk/item=50705
"Icecrown Citadel H25",Putricide,"Protector's Mark of Sanctification",epic,52026,https://wowhead.com/wotlk/item=52026
"Icecrown Citadel H25",Putricide,"Protector's Mark of Sanctification",epic,52029,https://wowhead.com/wotlk/item=52029
"Icecrown Citadel H25",Putricide,Rigormortis,epic,50704,https://wowhead.com/wotlk/item=50704
"Icecrown Citadel H25",Putricide,"Tiny Abomination in a Jar",epic,50706,https://wowhead.com/wotlk/item=50706
"Icecrown Citadel H25",Putricide,"Vanquisher's Mark of Sanctification",epic,52028,https://wowhead.com/wotlk/item=52028
"Icecrown Citadel H25",Putricide,"Vanquisher's Mark of Sanctification",epic,52025,https://wowhead.com/wotlk/item=52025
"Icecrown Citadel H25",Council,"Crypt Keeper's Bracers",epic,50721,https://wowhead.com/wotlk/item=50721
"Icecrown Citadel H25",Council,Cryptmaker,epic,50603,https://wowhead.com/wotlk/item=50603
"Icecrown Citadel H25",Council,"Geistlord's Punishment Sack",epic,50713,https://wowhead.com/wotlk/item=50713
"Icecrown Citadel H25",Council,"Incarnadine Band of Mending",epic,50720,https://wowhead.com/wotlk/item=50720
"Icecrown Citadel H25",Council,"Keleseth's Seducer",epic,50710,https://wowhead.com/wotlk/item=50710
"Icecrown Citadel H25",Council,"Landsoul's Horned Greathelm",epic,50712,https://wowhead.com/wotlk/item=50712
"Icecrown Citadel H25",Council,"Mail of Crimson Coins",epic,50723,https://wowhead.com/wotlk/item=50723
"Icecrown Citadel H25",Council,"Royal Crimson Cloak",epic,50718,https://wowhead.com/wotlk/item=50718
"Icecrown Citadel H25",Council,"San'layn Ritualist Gloves",epic,50722,https://wowhead.com/wotlk/item=50722
"Icecrown Citadel H25",Council,"Sanguine Silk Robes",epic,50717,https://wowhead.com/wotlk/item=50717
"Icecrown Citadel H25",Council,"Shadow Silk Spindle",epic,50719,https://wowhead.com/wotlk/item=50719
"Icecrown Citadel H25",Council,"Shoulders of Frost-Tipped Thorns",epic,50715,https://wowhead.com/wotlk/item=50715
"Icecrown Citadel H25",Council,"Taldaram's Plated Fists",epic,50716,https://wowhead.com/wotlk/item=50716
"Icecrown Citadel H25",Council,"Treads of the Wasteland",epic,50711,https://wowhead.com/wotlk/item=50711
"Icecrown Citadel H25",Council,"Valanar's Other Signet Ring",epic,50714,https://wowhead.com/wotlk/item=50714
"Icecrown Citadel H25",Lana'thel,"Bauble of True Blood",epic,50726,https://wowhead.com/wotlk/item=50726
"Icecrown Citadel H25",Lana'thel,"Blood Queen's Crimson Choker",epic,50724,https://wowhead.com/wotlk/item=50724
"Icecrown Citadel H25",Lana'thel,Bloodfall,epic,50727,https://wowhead.com/wotlk/item=50727
"Icecrown Citadel H25",Lana'thel,"Conqueror's Mark of Sanctification",epic,52027,https://wowhead.com/wotlk/item=52027
"Icecrown Citadel H25",Lana'thel,"Conqueror's Mark of Sanctification",epic,52030,https://wowhead.com/wotlk/item=52030
"Icecrown Citadel H25",Lana'thel,"Dying Light",epic,50725,https://wowhead.com/wotlk/item=50725
"Icecrown Citadel H25",Lana'thel,"Icecrown Glacial Wall",epic,50729,https://wowhead.com/wotlk/item=50729
"Icecrown Citadel H25",Lana'thel,"Lana'thel's Chain of Flagellation",epic,50728,https://wowhead.com/wotlk/item=50728
"Icecrown Citadel H25",Lana'thel,"Protector's Mark of Sanctification",epic,52029,https://wowhead.com/wotlk/item=52029
"Icecrown Citadel H25",Lana'thel,"Protector's Mark of Sanctification",epic,52026,https://wowhead.com/wotlk/item=52026
"Icecrown Citadel H25",Lana'thel,"Vanquisher's Mark of Sanctification",epic,52028,https://wowhead.com/wotlk/item=52028
"Icecrown Citadel H25",Lana'thel,"Vanquisher's Mark of Sanctification",epic,52025,https://wowhead.com/wotlk/item=52025
"Icecrown Citadel H25",Valithria,"Anub'ar Stalker's Gloves",epic,50619,https://wowhead.com/wotlk/item=50619
"Icecrown Citadel H25",Valithria,"Boots of the Funeral March",epic,50632,https://wowhead.com/wotlk/item=50632
"Icecrown Citadel H25",Valithria,"Bracers of Eternal Dreaming",epic,50630,https://wowhead.com/wotlk/item=50630
"Icecrown Citadel H25",Valithria,"Coldwraith Links",epic,50620,https://wowhead.com/wotlk/item=50620
"Icecrown Citadel H25",Valithria,"Devium's Eternally Cold Ring",epic,50622,https://wowhead.com/wotlk/item=50622
"Icecrown Citadel H25",Valithria,"Emblem of Frost",epic,49426,https://wowhead.com/wotlk/item=49426
"Icecrown Citadel H25",Valithria,"Frostbinder's Shredded Cape",epic,50628,https://wowhead.com/wotlk/item=50628
"Icecrown Citadel H25",Valithria,"Frostbrood Sapphire Ring",epic,50618,https://wowhead.com/wotlk/item=50618
"Icecrown Citadel H25",Valithria,"Grinning Skull Greatboots",epic,50625,https://wowhead.com/wotlk/item=50625
"Icecrown Citadel H25",Valithria,"Leggings of Dying Candles",epic,50623,https://wowhead.com/wotlk/item=50623
"Icecrown Citadel H25",Valithria,Lungbreaker,epic,50621,https://wowhead.com/wotlk/item=50621
"Icecrown Citadel H25",Valithria,"Nightmare Ender",epic,50631,https://wowhead.com/wotlk/item=50631
"Icecrown Citadel H25",Valithria,"Noose of Malachite",epic,50627,https://wowhead.com/wotlk/item=50627
"Icecrown Citadel H25",Valithria,"Robe of the Waking Nightmare",epic,50629,https://wowhead.com/wotlk/item=50629
"Icecrown Citadel H25",Valithria,"Scourge Reaver's Legplates",epic,50624,https://wowhead.com/wotlk/item=50624
"Icecrown Citadel H25",Valithria,"Snowstorm Helm",epic,50626,https://wowhead.com/wotlk/item=50626
"Icecrown Citadel H25",Sindragosa,"Conqueror's Mark of Sanctification",epic,52030,https://wowhead.com/wotlk/item=52030
"Icecrown Citadel H25",Sindragosa,"Conqueror's Mark of Sanctification",epic,52027,https://wowhead.com/wotlk/item=52027
"Icecrown Citadel H25",Sindragosa,"Memory of Malygos",epic,50636,https://wowhead.com/wotlk/item=50636
"Icecrown Citadel H25",Sindragosa,"Phylactery of the Nameless Lich",epic,50365,https://wowhead.com/wotlk/item=50365
"Icecrown Citadel H25",Sindragosa,"Protector's Mark of Sanctification",epic,52029,https://wowhead.com/wotlk/item=52029
"Icecrown Citadel H25",Sindragosa,"Protector's Mark of Sanctification",epic,52026,https://wowhead.com/wotlk/item=52026
"Icecrown Citadel H25",Sindragosa,"Sindragosa's Cruel Claw",epic,50633,https://wowhead.com/wotlk/item=50633
"Icecrown Citadel H25",Sindragosa,"Sindragosa's Flawless Fang",epic,50364,https://wowhead.com/wotlk/item=50364
"Icecrown Citadel H25",Sindragosa,"Sundial of Eternal Dusk",epic,50635,https://wowhead.com/wotlk/item=50635
"Icecrown Citadel H25",Sindragosa,"Vanquisher's Mark of Sanctification",epic,52025,https://wowhead.com/wotlk/item=52025
"Icecrown Citadel H25",Sindragosa,"Vanquisher's Mark of Sanctification",epic,52028,https://wowhead.com/wotlk/item=52028
"Icecrown Citadel H25","Lich King","Archus, Greatstaff of Antonidas",epic,50731,https://wowhead.com/wotlk/item=50731
"Icecrown Citadel H25","Lich King","Bloodsurge, Kel'Thuzad's Blade of Agony",epic,50732,https://wowhead.com/wotlk/item=50732
"Icecrown Citadel H25","Lich King","Conqueror's Mark of Sanctification",epic,52030,https://wowhead.com/wotlk/item=52030
"Icecrown Citadel H25","Lich King","Conqueror's Mark of Sanctification",epic,52027,https://wowhead.com/wotlk/item=52027
"Icecrown Citadel H25","Lich King","Emblem of Frost",epic,49426,https://wowhead.com/wotlk/item=49426
"Icecrown Citadel H25","Lich King","Fal'inrush, Defender of Quel'thalas",epic,50733,https://wowhead.com/wotlk/item=50733
"Icecrown Citadel H25","Lich King","Glorenzelg, High-Blade of the Silver Hand",epic,50730,https://wowhead.com/wotlk/item=50730
"Icecrown Citadel H25","Lich King","Havoc's Call, Blade of Lordaeron Kings",epic,50737,https://wowhead.com/wotlk/item=50737
"Icecrown Citadel H25","Lich King","Heaven's Fall, Kryss of a Thousand Lies",epic,50736,https://wowhead.com/wotlk/item=50736
"Icecrown Citadel H25","Lich King","Invincible's Reins",epic,50818,https://wowhead.com/wotlk/item=50818
"Icecrown Citadel H25","Lich King","Mithrios, Bronzebeard's Legacy",epic,50738,https://wowhead.com/wotlk/item=50738
"Icecrown Citadel H25","Lich King","Oathbinder, Charge of the Ranger-General",epic,50735,https://wowhead.com/wotlk/item=50735
"Icecrown Citadel H25","Lich King","Protector's Mark of Sanctification",epic,52029,https://wowhead.com/wotlk/item=52029
"Icecrown Citadel H25","Lich King","Protector's Mark of Sanctification",epic,52026,https://wowhead.com/wotlk/item=52026
"Icecrown Citadel H25","Lich King","Royal Scepter of Terenas II",epic,50734,https://wowhead.com/wotlk/item=50734
"Icecrown Citadel H25","Lich King","Vanquisher's Mark of Sanctification",epic,52028,https://wowhead.com/wotlk/item=52028
"Icecrown Citadel H25","Lich King","Vanquisher's Mark of Sanctification",epic,52025,https://wowhead.com/wotlk/item=52025
"Icecrown Citadel H10",Tokens,"Primordial Saronite",rare,49908,https://wowhead.com/wotlk/item=49908
"Icecrown Citadel H10",Marrowgar,"Ancient Skeletal Boots",epic,51931,https://wowhead.com/wotlk/item=51931
"Icecrown Citadel H10",Marrowgar,"Bone Warden's Splitter",epic,51938,https://wowhead.com/wotlk/item=51938
"Icecrown Citadel H10",Marrowgar,"Bonebreaker Scepter",epic,51937,https://wowhead.com/wotlk/item=51937
"Icecrown Citadel H10",Marrowgar,"Citadel Enforcer's Claymore",epic,51936,https://wowhead.com/wotlk/item=51936
"Icecrown Citadel H10",Marrowgar,"Coldwraith Bracers",epic,51929,https://wowhead.com/wotlk/item=51929
"Icecrown Citadel H10",Marrowgar,"Cord of the Patronizing Practitioner",epic,51930,https://wowhead.com/wotlk/item=51930
"Icecrown Citadel H10",Marrowgar,"Corrupted Silverplate Leggings",epic,51928,https://wowhead.com/wotlk/item=51928
"Icecrown Citadel H10",Marrowgar,"Frost Needle",epic,51932,https://wowhead.com/wotlk/item=51932
